# OpenSignals Text File Format. Version 1
# {"20:15:05:29:22:23": {"position": 0, "device": "bitalino", "device name": "20:15:05:29:22:23", "device connection": "BTH20:15:05:29:22:23", "sampling rate": 100, "resolution": [4, 1, 1, 1, 1, 10, 10, 10, 10, 6, 6], "firmware version": 771, "comments": "", "keywords": "", "mode": 0, "sync interval": 2, "date": "2021-4-26", "time": "21:40:19.762", "channels": [1, 2, 3, 4, 5, 6], "sensor": ["RAW", "RAW", "ECGBIT", "RAW", "RAW", "RAW"], "label": ["A1", "A2", "A3", "A4", "A5", "A6"], "column": ["nSeq", "I1", "I2", "I3", "I4", "A1", "A2", "A3", "A4", "A5", "A6"], "special": [{}, {}, {}, {}, {}, {}], "digital IO": [0, 0, 0, 0, 1, 1, 1, 1], "convertedValues": 0}}
# EndOfHeader
0	0	0	0	0	0	0	380	12	0	0	
1	0	0	0	0	0	0	495	17	0	0	
2	0	0	0	0	0	0	411	14	0	0	
3	0	0	0	0	0	0	515	19	0	0	
4	0	0	0	0	0	0	417	14	0	0	
5	0	0	0	0	0	0	536	19	0	0	
6	0	0	0	0	0	0	455	6	0	0	
7	0	0	0	0	0	0	569	7	0	0	
8	0	0	0	0	0	0	487	17	0	0	
9	0	0	0	0	0	0	595	23	0	0	
10	0	0	0	0	0	0	511	19	0	0	
11	0	0	0	0	0	0	600	24	0	0	
12	0	0	0	0	0	0	496	17	0	0	
13	0	0	0	0	0	0	627	24	0	0	
14	0	0	0	0	0	0	556	20	0	0	
15	0	0	0	0	0	0	702	12	0	0	
0	0	0	0	0	0	0	636	25	0	0	
1	0	0	0	0	0	0	716	30	0	0	
2	0	0	0	0	0	0	616	24	0	0	
3	0	0	0	0	0	0	647	25	0	0	
4	0	0	0	0	0	0	463	6	0	0	
5	0	0	0	0	0	0	563	21	0	0	
6	0	0	0	0	0	0	604	24	0	0	
7	0	0	0	0	0	0	726	31	0	0	
8	0	0	0	0	0	0	441	15	0	0	
9	0	0	0	0	0	0	415	14	0	0	
10	0	0	0	0	0	0	297	9	0	0	
11	0	0	0	0	0	0	348	11	0	0	
12	0	0	0	0	0	0	240	7	0	0	
13	0	0	0	0	0	0	283	7	0	0	
14	0	0	0	0	0	0	176	3	0	0	
15	0	0	0	0	0	0	253	7	0	0	
